,company_id,company_name,description,job_id,job_title,locations,locations_count,publish_date,summary
14,projects/gweb-careers-proto/companies/ebbbf0d1-8121-483c-8f99-ee92597591fc,Google,"<p>The Business Strategy &amp; Operations organization provides business critical insights using analytics, ensures cross functional alignment of goals and execution, and helps teams drive strategic partnerships and new initiatives forward.  We stay focused on aligning the highest-level company priorities with effective day-to-day operations, and help evolve early stage ideas into future-growth initiatives.</p>

<p>At Google Customer Solutions (GCS), data and insights drive our growth. The GCS Insights team powers Google’s high growth organization. We deliver actionable business intelligence and analytics at scale utilizing a customer centric approach.</p><p>As a Senior Data Engineer, you will take on big data challenges in an agile way. In this role, you will use an analytical, data-driven approach to drive a deep understanding of our fast changing business. You will build data pipelines that enable engineers, analysts and other stakeholders across the organization. You will  also build data models to deliver insightful analytics while ensuring the highest standard in data integrity.  </p><p>When our millions of advertisers and publishers are happy, so are we! Our Google Customer Solutions (GCS) team of entrepreneurial, enthusiastic and client-focused members are the ""human face"" of Google, helping entrepreneurs both individually and broadly build their online presence and grow their businesses. We are dedicated to growing the unique needs of advertising companies. Our teams of strategists, analysts, advisers and support specialists collaborate closely to spot and analyze customer needs and trends. In collaboration, we create and implement business plans broadly for all types of businesses.</p>",jobs/77911541501829830,Senior Data Engineer,"['Redwood City, CA, USA']",1,2020-01-23T19:01:27.148Z,"<ul>
<li>Bachelor’s degree in Engineering, Computer Science, Statistics, Economics, Mathematics, Finance, a related quantitative field, or equivalent practical experience.</li>
<li>9 years of experience in consulting, business intelligence, analytics, or an equivalent analyst position with experience in SQL and an additional object-oriented programming language (e.g., Python, Java).</li>
</ul>"
15,projects/gweb-careers-proto/companies/ebbbf0d1-8121-483c-8f99-ee92597591fc,Google,"<p>Google's software engineers develop the next-generation technologies that change how billions of users connect, explore, and interact with information and one another. Our products need to handle information at massive scale, and extend well beyond web search. We're looking for engineers who bring fresh ideas from all areas, including information retrieval, distributed computing, large-scale system design, networking and data storage, security, artificial intelligence, natural language processing, UI design and mobile; the list goes on and is growing every day. As a software engineer, you will work on a specific project critical to Google’s needs with opportunities to switch teams and projects as you and our fast-paced business grow and evolve. We need our engineers to be versatile, display leadership qualities and be enthusiastic to take on new problems across the full-stack as we continue to push technology forward.<br><br>With your technical expertise you will manage project priorities, deadlines, and deliverables. You will design, develop, test, deploy, maintain, and enhance software solutions.</p>

<p>As a Software Engineer working on Cloud SQL, you'll contribute experience in Windows and/or SQL Server to lead a SQL Server team within Cloud SQL. This team will offer fully managed database services to internal and external customers with excellent reliability, durability, and performance. The hosted database is growing rapidly as part of the big shift from on-prem to the cloud. Google Cloud Platform (GCP) is at the forefront of this cloud transformation, and a critical piece of this puzzle is data. In this role, you'll design and build a reliable and performant product.<br></p><p>Google Cloud helps millions of employees and organizations empower their employees, serve their customers, and build what’s next for their business — all with technology built in the cloud. Our products are engineered for security, reliability and scalability, running the full stack from infrastructure to applications to devices and hardware. And our teams are dedicated to helping our customers &amp; developers see the benefits of our technology come to life.</p>",jobs/111196176071434950,"Software Engineer, Cloud SQL","['Sunnyvale, CA, USA', 'Kirkland, WA, USA']",2,2020-01-07T20:31:05.941Z,"<ul>
<li>Bachelor's degree in Computer Science, similar technical field, or equivalent practical experience</li>
<li>5 years of experience in software development with Java, C++, C#, or Golang</li>
<li>Experience designing and developing distributed systems, API, workflow, concurrency, multithreading, and synchronization</li>
<li>Experience developing, designing, implementing, and running SaaS on SQL Server/Windows environment.</li>
</ul>"
16,projects/gweb-careers-proto/companies/ebbbf0d1-8121-483c-8f99-ee92597591fc,Google,"<p>Google's software engineers develop the next-generation technologies that change how billions of users connect, explore, and interact with information and one another. Our products need to handle information at massive scale, and extend well beyond web search. We're looking for engineers who bring fresh ideas from all areas, including information retrieval, distributed computing, large-scale system design, networking and data storage, security, artificial intelligence, natural language processing, UI design and mobile; the list goes on and is growing every day. As a software engineer, you will work on a specific project critical to Google’s needs with opportunities to switch teams and projects as you and our fast-paced business grow and evolve. We need our engineers to be versatile, display leadership qualities and be enthusiastic to take on new problems across the full-stack as we continue to push technology forward.</p>
<p>As a Research Software Engineer, you will help push the frontier in real-time 3D human capture and rendering, with a particular emphasis on developing real-time machine learning techniques for these purposes. You will work closely with a team that combines research and engineering expertise across a range of technical areas including 3D computer vision, machine learning, image processing, and user interaction. You'll also collaborate with other groups across Google to help create ground-breaking products that will transform an industry and impact millions of users.</p>",jobs/137490653052314310,"Research Software Engineer, Augmented and Virtual Reality","['Seattle, WA, USA']",1,2020-01-07T16:31:11.363Z,"<ul>
<li>Bachelor's degree in Computer Science or related technical field, or equivalent practical experience.</li>
<li>Software development work experience with C/C++.</li>
<li>Experience with computer vision, imaging, or augmented reality platforms.</li>
<li>Experience with building machine learning solutions and leveraging specific machine learning architectures (e.g. deep learning, LSTM, convolutional networks, etc.).
</li>
</ul>"
17,projects/gweb-careers-proto/companies/3911d5b8-06ee-464e-8bbf-e13f2a0ab82c,Google Fiber,"<p>At Google, we work at lightning speed. So when things get in the way of progress, the Business Systems Integration team steps in to remove those roadblocks. The team identifies time-consuming internal processes and then builds solutions that are reliable and scalable enough to work within the size and scope of the company. You listen to and translate Googler needs into high-level technical specifications, design and develop recommended systems and consult with Google executives to ensure smooth implementation. Whether battling large system processes or leveraging our homegrown suite of Google products for Googlers themselves, you help Googlers work faster and more efficiently.</p>
<p>Our team is focused on building new OSS and BSS/CRM platforms to scale Access business in the following areas: network/service/device management OSS platform, ticketing and workflow, management and subscriber touchpoint management, address lifecycle and network inventory management, unified Google/Salesforce CRM platform
Dispatch, asset management, appointment scheduling, and billing systems for supporting cross-functional operations.</p><p>Behind everything our users see online is the architecture built by the Technical Infrastructure team to keep it running. From developing and maintaining our data centers to building the next generation of Google platforms, we make Google's product portfolio possible. We're proud to be our engineers' engineers and love voiding warranties by taking things apart so we can rebuild them. We keep our networks up and running, ensuring our users have the best and fastest experience possible.</p>",jobs/111668196760527558,"Application Engineer, Google Fiber","['Mountain View, CA, USA']",1,2020-01-23T20:01:34.973Z,"<ul>
<li>Bachelor's degree in Computer Science or related engineering field, or equivalent practical experience. </li>
<li>2 years of experience in working with enterprise software and systems.</li>
<li>Experience with Java, JavaScript, Python and/or Go, and HTML.
</li>
</ul>"
18,projects/gweb-careers-proto/companies/ebbbf0d1-8121-483c-8f99-ee92597591fc,Google,"<p>Google's software engineers develop the next-generation technologies that change how billions of users connect, explore, and interact with information and one another. Our products need to handle information at massive scale, and extend well beyond web search. We're looking for engineers who bring fresh ideas from all areas, including information retrieval, distributed computing, large-scale system design, networking and data storage, security, artificial intelligence, natural language processing, UI design and mobile; the list goes on and is growing every day. As a software engineer, you will work on a specific project critical to Google’s needs with opportunities to switch teams and projects as you and our fast-paced business grow and evolve. We need our engineers to be versatile, display leadership qualities and be enthusiastic to take on new problems across the full-stack as we continue to push technology forward.</p>
<p>Google aspires to be an organization that reflects the globally diverse audience that our products and technology serve. We believe that in addition to hiring the best talent, a diversity of perspectives, ideas, and cultures leads to the creation of better products and services.</p><p>Stadia is Google’s premier Video Game platform, designed for everyone. We are working on custom built hardware and rapidly evolving open source technology to deliver a seamless gaming experience across multiple devices. Stadia provides players new ways to discover, engage, and connect with content with no download required thanks to our cutting-edge data centers. Our team members are building the tools that will push game development to new levels, reducing the barrier to entry and bringing gaming to everyone. Through the power of Stadia, there is unlimited possibility.</p>",jobs/96038400038970054,"Software Engineer, Stadia","['Seattle, WA, USA', 'Kirkland, WA, USA']",2,2020-01-10T16:31:16.023Z,"<ul>
<li>Bachelor's degree in Computer Science, similar technical field, or equivalent practical experience.</li>
<li>Software development experience in one or more general purpose programming languages.</li>
<li>Experience developing gaming software and/or in the gaming industry</li>
<li>Experience with any of the following: web/mobile application development, Unix/Linux environments, distributed/parallel systems, machine learning, natural language processing.</li>
</ul>"
19,projects/gweb-careers-proto/companies/ebbbf0d1-8121-483c-8f99-ee92597591fc,Google,"<p>Apigee Edge is an advanced API platform that enables enterprises to create, manage, secure and scale APIs. Using Apigee, enterprises can design and deploy API proxies in public and private clouds, secure data in transit with OAuth 2.0, SAML and two-way TLS, protect against traffic spikes by adding dynamic routing, caching and rate-limiting policies to APIs, and measure the success of both API operations and API business with end-to-end analytics.<br><br>As part of an entrepreneurial team in this rapidly growing business, you will help businesses of all sizes leverage technology to connect with customers, employees and partners.</p>

<p>In this role you will play a critical role in establishing credibility and confidence with our prospective clients, by demonstrating and proving our value through our products, services, and thought leadership. You will work closely with prospective customers, leveraging your technical aptitude and drive to envision, determine and communicate how we can best serve our customers' unique needs.</p><p>Google Cloud helps millions of employees and organizations empower their employees, serve their customers, and build what’s next for their business — all with technology built in the cloud. Our products are engineered for security, reliability and scalability, running the full stack from infrastructure to applications to devices and hardware. And our teams are dedicated to helping our customers and developers see the benefits of our technology come to life.</p>",jobs/86553290579288774,"Sales Engineer, Apigee, Google Cloud","['Chicago, IL, USA', 'New York, NY, USA', 'Sunnyvale, CA, USA']",3,2020-01-23T18:31:16.775Z,"<ul>
<li>Bachelor's degree in Computer Science or a related technical field, or equivalent practical experience.</li>
<li>Experience building and delivering Proofs of Concept (PoCs).</li>
<li>Development experience with Java and other languages like JavaScript, Python, Node.js and other API related technologies.</li>
<li>Experience with web services related standards such as HTTP, REST, SOAP, and OAuth.</li>
</ul>"
0,projects/gweb-careers-proto/companies/ebbbf0d1-8121-483c-8f99-ee92597591fc,Google,"<p>When leading companies choose Google Cloud it's a huge win for spreading the power of cloud computing globally. Once educational institutions, government agencies, and other businesses sign on to use Google Cloud products, you come in to facilitate making their work more productive, mobile, and collaborative. You assist fellow sales Googlers by problem-solving key technical issues for our customers. You liaise with the product marketing management and engineering teams to stay on top of industry trends and devise enhancements to Google Cloud products.</p>
<p>As a Sales Engineer Specialist for Google Cloud Platform (GCP), you'll work with a Sales team to identify and qualify Platform opportunities through a formal sales process. You will conduct full technical discovery, identifying pain points, business and technical requirements, “as is” and “to be” scenarios and help architect client solutions to meet gathered requirements.</p>

<p>In this role you will take full responsibility for the technical aspects of the sales cycle, including general teaching, introductory meetings, supporting bid responses, product and solution briefings, proof-of-concept work, and the coordination of additional supporting technical resources. You'll identify and handle key customer technical objections, guiding them to success.</p><p>Google Cloud helps millions of employees and organizations empower their employees, serve their customers, and build what’s next for their business — all with technology built in the cloud. Our products are engineered for security, reliability and scalability, running the full stack from infrastructure to applications to devices and hardware. And our teams are dedicated to helping our customers and developers see the benefits of our technology come to life.</p>",jobs/96069002754695878,"Sales Engineer, Government, Google Cloud","['New York, NY, USA', 'Boulder, CO, USA', 'Chicago, IL, USA', 'Los Angeles, CA, USA', 'Seattle, WA, USA', 'Sunnyvale, CA, USA']",6,2020-02-18T19:32:03.396Z,"<ul>
<li>Bachelor's degree in Computer Science or a related technical field, or equivalent practical experience.</li>
<li>5 years of experience working as a Technical Sales Engineer in a cloud computing environment or equivalent experience in a customer facing role (including working as a member of a Professional Services or Systems Engineering team).</li>
</ul>"
1,projects/gweb-careers-proto/companies/ebbbf0d1-8121-483c-8f99-ee92597591fc,Google,"<p>At Google, research-focused Software Engineers are embedded throughout the company, allowing them to setup large-scale tests and deploy promising ideas quickly and broadly. Ideas may come from internal projects as well as from collaborations with research programs at partner universities and technical institutes all over the world.</p><p>From creating experiments and prototyping implementations to designing new architectures, engineers work on real-world problems including artificial intelligence, data mining, natural language processing, hardware and software performance analysis, improving compilers for mobile platforms, as well as core search and much more. But you stay connected to your research roots as an active contributor to the wider research community by partnering with universities and publishing papers.</p>
<p>As a Research Software Engineer, you will work and collaborate closely with Research Scientists on the team. You&#39;ll have the flexibility to switch projects as our research focus shifts and evolves, as we need our engineers to be versatile and passionate about managing new problems. </p><p>This role bridges the gap between Software Engineer and Research Scientist. We are looking for great software engineers who also have experience with language understanding and perception, as well as improving algorithms. In this role, you&#39;ll work alongside Research Scientists to bring their ideas to life by implementing algorithms, running experiments, and building prototypes.</p>Research happens at Google everyday, on many different embedded teams throughout the company. Our research reaches the user through both services and products such as Search, Maps, Google Assistant, Google Translate, Google Cloud and our computing, storage, and networking infrastructure. To achieve this, we’re working on a wide variety of projects that utilize the latest state-of-the-art technologies that push the boundaries of what is possible.",jobs/74889671231840966,Research Software Engineer,"['Mountain View, CA, USA', 'New York, NY, USA']",2,2020-02-12T12:31:15.393Z,"<ul><li>Bachelor&#39;s degree in Computer Science, related technical field, or equivalent practical experience.</li><li>Experience with one or more general purpose programming languages including but not limited to: C/C++ or Python.</li><li>Experience with linear algebra, calculus, and statistics.</li><li>Machine Learning experience.</li></ul>"
2,projects/gweb-careers-proto/companies/ad872500-709d-4a93-97e3-76be227f77a1,YouTube,"<p>YouTube's user base is growing and changing, presenting unique challenges and opportunities to support over a billion monthly users globally. Fast-paced, dynamic, and proactive, the YouTube Support team provides seamless, brilliant support to our content creators, advertisers, and viewers on all platforms around the world. Our goal is to ensure users have easy access to comprehensive support when and where they need it, and to allow our users’ voices to help shape product solutions. <br><br>As a member of the Support team, you'll analyze top issues facing our users and content creators, work with cross-functional teams to resolve them, and help manage support operations. Whether directly engaging with our biggest creators, surfacing problems to our technical teams, driving analytical insights, or liaising with vendors to provide stellar support, you'll drive reach, satisfaction, and resolution — making YouTube an exceptional user experience for everyone.</p>
<p>As a YouTube CRM Application Engineer, you will drive the development of Salesforce platform used by YouTube operations teams who are tasked with the objective of achieving greater creator happiness and success. This is a critical role which will support our goal of delivering great CRM value to our user group by using Salesforce. You will work closely with the platform team and SFDC user teams to provide long-term solutions by leveraging features/functions/best-practices with Salesforce. You'll display excellent communication skills including written and verbal skills with demonstrated interpersonal and organizational abilities. You will be required to work in a constantly-changing, fast-paced environment so ability to adapt and tolerance is a necessity.</p><p>At YouTube, we believe that everyone deserves to have a voice, and that the world is a better place when we listen, share, and build community through our stories. We work together to give everyone the power to share their story, explore what they love, and connect with one another in the process. Working at the intersection of cutting-edge technology and boundless creativity, we move at the speed of culture with a shared goal to show people the world. We explore new ideas, solve real problems, and have fun — and we do it all together.</p>",jobs/76218095716180678,"Application Engineer, Salesforce CRM, YouTube","['Mountain View, CA, USA']",1,2020-02-20T18:01:31.611Z,"<ul>
<li>Bachelor's degree in Computer Science, similar technical field of study, or equivalent practical experience.</li>
<li>5 years of experience with the configuration and custom development for several CRM modules in SFDC. Experience integrating SFDC with multiple business applications.</li>
<li>Experience with one or more general purpose programming language: Java, C++, Python, JavaScript or other scripting language.</li>
</ul>"
3,projects/gweb-careers-proto/companies/ebbbf0d1-8121-483c-8f99-ee92597591fc,Google,"<p>Google's software engineers develop the next-generation technologies that change how billions of users connect, explore, and interact with information and one another. Our products need to handle information at massive scale, and extend well beyond web search. We're looking for engineers who bring fresh ideas from all areas, including information retrieval, distributed computing, large-scale system design, networking and data storage, security, artificial intelligence, natural language processing, UI design and mobile; the list goes on and is growing every day. As a software engineer, you will work on a specific project critical to Google’s needs with opportunities to switch teams and projects as you and our fast-paced business grow and evolve. We need our engineers to be versatile, display leadership qualities and be enthusiastic to take on new problems across the full-stack as we continue to push technology forward.</p>

<p>Google is and always will be an engineering company. We hire people with a broad set of technical skills who are ready to take on some of technology's greatest challenges and make an impact on millions, if not billions, of users. At Google, engineers not only revolutionize search, they routinely work on massive scalability and storage solutions, large-scale applications and entirely new platforms for developers around the world. From Google Ads to Chrome, Android to YouTube, Social to Local, Google engineers are changing the world one technological achievement after another.</p>",jobs/96908720157401798,Software Engineer,"['Chicago, IL, USA']",1,2020-02-12T22:01:50.694Z,"<ul>
<li>Bachelor's degree in Computer Science, similar technical field, or equivalent practical experience.</li>
<li>Software development experience in one or more general purpose programming languages.</li>
<li>Experience with two or more of the following: web/mobile application development, Unix/Linux environments, distributed/parallel systems, machine learning, information retrieval, natural language processing, networking, software systems/security software development.</li>
</ul>"
4,projects/gweb-careers-proto/companies/ebbbf0d1-8121-483c-8f99-ee92597591fc,Google,"<p>Google engineers develop the next-generation technologies that change how users connect, explore, and interact with information and one another. As a member of an extraordinarily creative, motivated and talented team, you develop new products that are used by millions of people. We need our engineers to be versatile and passionate to take on new problems as we continue to push technology forward. If you get excited about building new things and working across discipline lines, then our team might be your next career step.</p>
<p>A Google Hardware System Validation role within Google Consumer Hardware Engineering organization involves working cross-functionally with silicon enabling team, firmware and kernel development team, sub-system technology team and factory hardware test engineering team to deliver high quality hardware system. 

In this role, you will be responsible for hardware system validation and quality optimization for the next generation of Google’s consumer devices. This includes but not limited to providing validation requirements for internal &amp; external stakeholders, identifying system risks and critical design parameters, developing and executing automation tools in a large scale, performing factory test failure analysis by collaborating with cross-functional teams in a rapid pace, performing system level validation in EE/SI, Coexistence, and Peak Power Management and Performance Regression.</p><p>Google's mission is to organize the world's information and make it universally accessible and useful. Our Devices &amp; Services team combines the best of Google AI, Software, and Hardware to create radically helpful experiences for users. We research, design, and develop new technologies and hardware to make our user's interaction with computing faster, seamless, and more powerful. Whether finding new ways to capture and sense the world around us, advancing form factors, or improving interaction methods, the Devices &amp; Services team is making people's lives better through technology.</p>",jobs/100107168746742470,Pixel System Integration Validation Engineer,"['Mountain View, CA, USA']",1,2020-02-18T21:31:12.061Z,"<ul>
<li>Bachelor's degree in Electrical Engineering or equivalent practical experience
</li>
<li>Experience in Python, Perl, Tcl, JavaScript; programming language C/Assembly
</li>
<li>Experience with lab equipment: oscilloscope, network vector analyzer(VNA), time domain reflectometer(TDR), and protocol analyzers. 
</li>
<li>Experience with consumer product development processes for product design, validation and manufacturing</li>
</ul>"
5,projects/gweb-careers-proto/companies/ebbbf0d1-8121-483c-8f99-ee92597591fc,Google,"<p>Google's custom-designed equipment makes up one of the largest and most powerful computing infrastructures in the world. The Manufacturing Operations team is responsible for providing the manufacturing capability to deliver this state-of-the-art physical infrastructure. As a Manufacturing Test Engineer, you evaluate the product designs and create the manufacturing test processes, tools and procedures behind Google’s powerful search technology. When vendors build parts for our infrastructure, you are right there alongside ensuring manufacturing test processes are repeatable and controlled. You collaborate with Commodity Managers and Design Engineers to determine Google’s infrastructure needs and product specifications. Your work ensures the various pieces of Google’s infrastructure fit together perfectly and keep our systems humming along smoothly for a seamless user experience.</p><p>Behind everything our users see online is the architecture built by the Technical Infrastructure team to keep it running. From developing and maintaining our data centers to building the next generation of Google platforms, we make Google's product portfolio possible. We're proud to be our engineers' engineers and love voiding warranties by taking things apart so we can rebuild them. We keep our networks up and running, ensuring our users have the best and fastest experience possible.</p>",jobs/135455948559786694,Manufacturing Test Development Engineer,"['Sunnyvale, CA, USA']",1,2020-02-12T21:31:08.195Z,"<ul>
<li>Bachelor's degree in Electrical Engineering, Computer Engineering or Computer Science, or equivalent practical experience.</li>
<li>5 years of experience developing manufacturing test solutions for PCBAs.</li>
<li>Experience generating product-specific test plans and executing testing accordingly.</li>
<li>Experience developing or integrating manufacturing test hardware using custom electronics, fixturing and instrumentation.</li>
</ul>"
6,projects/gweb-careers-proto/companies/ebbbf0d1-8121-483c-8f99-ee92597591fc,Google,"<p>Google&#39;s software engineers develop the next-generation technologies that change how billions of users connect, explore, and interact with information and one another. Our products need to handle information at massive scale, and extend well beyond web search. We&#39;re looking for engineers who bring fresh ideas from all areas, including information retrieval, distributed computing, large-scale system design, networking and data storage, security, artificial intelligence, natural language processing, UI design and mobile; the list goes on and is growing every day. As a software engineer, you will work on a specific project critical to Google’s needs with opportunities to switch teams and projects as you and our fast-paced business grow and evolve. We need our engineers to be versatile, display leadership qualities and be enthusiastic to take on new problems across the full-stack as we continue to push technology forward.</p>

<p>In this role, you will focus on security and/or privacy engineering for components of our systems, such as client devices, networking equipment and server infrastructure, with an emphasis on threats from all sources. You will be building large-scale systems to protect Google&#39;s users and cloud customers, including; hardening our core infrastructure, detecting intrusion attempts, monitoring privileged user activity, providing identity and access management services, or preventing malware across various platforms.</p><p>At Google, our users come first, and the Systems Infrastructure team is at the heart of that promise. We build the technologies that transform the way we think about doing business. Whether working on our cloud systems, researching the latest in computer technology or keeping Google&#39;s internal systems humming, Googlers and users alike rely on us to keep things running. We&#39;re back-end experts: protecting your privacy and ensuring your security.</p>",jobs/94614909834142406,"Software Engineer, Security","['San Francisco, CA, USA', 'New York, NY, USA', 'Sunnyvale, CA, USA', 'Mountain View, CA, USA']",4,2020-02-12T21:01:14.089Z,"<ul>
<li>BS degree in Computer Science or equivalent practical experience.</li>
<li>Experience with one or more general purpose programming languages including but not limited to: Java, C/C++, C#, Objective C, Python, JavaScript, or Go.</li>
</ul>"
7,projects/gweb-careers-proto/companies/ebbbf0d1-8121-483c-8f99-ee92597591fc,Google,"<p>Our computational challenges are so big, complex and unique we can't just purchase off-the-shelf hardware, we've got to make it ourselves. Your team designs and builds the hardware, software and networking technologies that power all of Google's services. As a Hardware Engineer, you design and build the systems that are the heart of the world's largest and most powerful computing infrastructure. You develop from the lowest levels of circuit design to large system design and see those systems all the way through to high volume manufacturing. Your work has the potential to shape the machinery that goes into our cutting-edge data centers affecting millions of Google users.</p>

<p>The Quantum team's mission is to create the world’s best quantum computing platforms, enabling humankind to solve problems that would otherwise be impossible. Quantum’s Production team partners closely with Quantum Research and Development (R&amp;D) teams to identify and graduate technology from research to production.<br><br>As a Quantum Systems Engineer, you will focus on improving the efficiency, reliability, usability, and deployability of our flagship quantum computing devices. You will build hardened infrastructure, develop research prototypes into reliable production deployments, and automate to enable scaling while contributing knowledge of a quantum computing platform technology stack. <br><br>in this role, you will contribute experience in at least 2 specific technology layers, including device fabrication, packaging, integration, interconnects, cryogenics, qubit control and readout electronics, qubit calibrations, quantum benchmarks, and software stacks from firmware to the user API. You will also employ data science skills to collect, structure, and analyze the calibration and performance parameters of production devices over time and define and communicate benchmarks.</p>Research happens at Google everyday, on many different embedded teams throughout the company. Our research reaches the user through both services and products such as Search, Maps, Google Assistant, Google Translate, Google Cloud and our computing, storage, and networking infrastructure. To achieve this, we’re working on a wide variety of projects that utilize the latest state-of-the-art technologies that push the boundaries of what is possible.",jobs/124745926481715910,"Quantum Systems Engineer, Hardware Engineer, Quantum AI","['Santa Barbara, CA, USA']",1,2020-02-12T12:01:29.602Z,"<ul>
<li>PhD or equivalent practical experience in experimental physics, quantum science/engineering, data science, or a related field.</li>
<li>Experience in the design of experimental apparatus involving RF electronics, cryogenics, or custom data acquisition software.</li>
<li>Experience with Linux systems, Python, or SQL.</li>
<li>Experience in the statistical analysis of experimental data.</li>
</ul>"
8,projects/gweb-careers-proto/companies/ebbbf0d1-8121-483c-8f99-ee92597591fc,Google,"<p>As a Developer Programs Engineer, you love connecting with developers and speaking externally about technologies on conference panels, at meet ups, and on blogs. Your work fosters a community of developers integrating with Google technologies and helps to drive strategy around Developer Relations.

<br><br>In this role, you'll work on our YouTube channels, in podcasts and trainings, or support channels to troubleshoot and debug technical problems encountered by developers. Internally, you'll work with product engineering teams to improve products by conveying feedback from developers, reviewing and contributing to API designs, writing production ready code, and testing new features.

<br><br>In Developer Relations, we collaborate and connect with communities that love technology as much as we do. Our team interacts with developers across the globe both at conferences as well as online, and advocates for third party developer interests and needs internally at Google. Our focus is on supporting third party developers who build applications and businesses on Google's platforms. Not afraid to be hands-on, you might write sample code, author client libraries, work with strategic Google partners, and facilitate and organize our developer communities.</p>",jobs/134542731675345606,"Developer Programs Engineer, Developer Relations","['Mountain View, CA, USA', 'San Francisco, CA, USA', 'New York, NY, USA']",3,2020-02-13T18:31:20.708Z,"<ul>
<li>Bachelor’s degree in Computer Science or equivalent practical experience.</li>
<li>2 years of experience as a software engineer, developer, or equivalent technical experience.</li>
<li>Experience in a technical consulting or client facing capacity. </li>
<li>Experience working with JavaScript, Java, Kotlin, PHP, Python, Ruby, Node.js, Go, iOS, Android Mobile App development, and/or web technologies.</li>
</ul>"
9,projects/gweb-careers-proto/companies/ebbbf0d1-8121-483c-8f99-ee92597591fc,Google,"Google's software engineers develop the next-generation technologies that change how billions of users connect, explore, and interact with information and one another. Our products need to handle information at massive scale, and extend well beyond web search. We're looking for engineers who bring fresh ideas from all areas, including information retrieval, distributed computing, large-scale system design, networking and data storage, security, artificial intelligence, natural language processing, UI design and mobile; the list goes on and is growing every day. As a software engineer, you will work on a specific project critical to Google’s needs with opportunities to switch teams and projects as you and our fast-paced business grow and evolve. We need our engineers to be versatile, display leadership qualities and be enthusiastic to take on new problems across the full-stack as we continue to push technology forward.<br><br>As a key member of a small and versatile team, you design, test, deploy and maintain software solutions.<p>Google is and always will be an engineering company. We hire people with a broad set of technical skills who are ready to take on some of technology's greatest challenges and make an impact on millions, if not billions, of users. At Google, engineers not only revolutionize search, they routinely work on massive scalability and storage solutions, large-scale applications and entirely new platforms for developers around the world. From Google Ads to Chrome, Android to YouTube, Social to Local, Google engineers are changing the world one technological achievement after another.</p>",jobs/137229094308717254,"Software Engineer, PhD University Graduate","['Mountain View, CA, USA', 'Cambridge, MA, USA', 'Irvine, CA, USA', 'Kirkland, WA, USA', 'Los Angeles, CA, USA', 'New York, NY, USA', 'Pittsburgh, PA, USA', 'Seattle, WA, USA', 'Sunnyvale, CA, USA']",9,2020-02-07T22:31:10.120Z,"<ul>
<li>PhD degree in Computer Science or related technical field, or equivalent practical experience.</li>
<li>Examples of coding in one of the following programming languages including but not limited to: C, C++, Java, JavaScript, or Python.</li>
</ul>"
10,projects/gweb-careers-proto/companies/ebbbf0d1-8121-483c-8f99-ee92597591fc,Google,"<p>Google's software engineers develop the next-generation technologies that change how billions of users connect, explore, and interact with information and one another. Our products need to handle information at massive scale, and extend well beyond web search. We're looking for engineers who bring fresh ideas from all areas, including information retrieval, distributed computing, large-scale system design, networking and data storage, security, artificial intelligence, natural language processing, UI design and mobile; the list goes on and is growing every day. As a software engineer, you will work on a specific project critical to Google’s needs with opportunities to switch teams and projects as you and our fast-paced business grow and evolve. We need our engineers to be versatile, display leadership qualities and be enthusiastic to take on new problems across the full-stack as we continue to push technology forward.</p>
<p>Google aspires to be an organization that reflects the globally diverse audience that our products and technology serve. We believe that in addition to hiring the best talent, a diversity of perspectives, ideas and cultures leads to the creation of better products and services.</p><p>Google is and always will be an engineering company. We hire people with a broad set of technical skills who are ready to take on some of technology's greatest challenges and make an impact on millions, if not billions, of users. At Google, engineers not only revolutionize search, they routinely work on massive scalability and storage solutions, large-scale applications and entirely new platforms for developers around the world. From Google Ads to Chrome, Android to YouTube, Social to Local, Google engineers are changing the world one technological achievement after another.</p>",jobs/80149857089528518,Software Engineer,"['Austin, TX, USA']",1,2020-02-07T18:01:17.081Z,"<ul>
<li>Bachelor's degree in Computer Science, similar technical field or equivalent practical experience.
</li>
<li>Software development experience in one or more general purpose programming languages.</li>
<li>Experience working with two or more of the following: web/mobile application development, Unix/Linux environments, distributed/parallel systems, machine learning, information retrieval, natural language processing, networking, software systems/security software development.</li>
</ul>"
