,country,subCategory,industry,title,multi_location,type,orgFunction,experience,locale,multi_location_array,jobSeqNo,postedDate,searchresults_display,descriptionTeaser,dateCreated,state,targetLevel,jd_display,reqId,badge,jobId,isMultiLocation,jobVisibility,mostpopular,location,category,locationLatlong
33,United States,Program Management,,Senior Program Manager – Microsoft Teams,"['Bellevue, Washington, United States']",,,Experienced professionals,en_us,"[{'location': 'Bellevue, Washington, United States'}]",789760,2020-02-11T20:51:00,,"With 13 million daily active users, Microsoft Teams is the fastest growing business application in Microsoft&rsquo;s history. It is a collaborative communication product that brings together the",2020-02-11T21:45:02.098000,Washington,63,,,,789760,True,['external'],0.0,"Bellevue, Washington, United States",Engineering,
34,United States,Fin Plan & Analysis & Controllership,,Sr. Finance Manager - Surface,"['Redmond, Washington, United States']",,,Experienced professionals,en_us,"[{'location': 'Redmond, Washington, United States'}]",760519,2020-01-08T22:40:00,,Are you passionate about Microsoft&rsquo;s personal computing and devices strategy? Do you want to make a significant impact in a new and growing Microsoft business? If you&rsquo;re a strategic,2020-01-15T17:51:35.317000,Washington,62,,,,760519,True,['external'],0.0,"Redmond, Washington, United States",Finance,
35,India,Program Management,,Senior Program Manager,"['Bangalore, Karnataka, India']",,,Experienced professionals,en_us,"[{'location': 'Bangalore, Karnataka, India'}]",764296,2020-01-13T04:54:00,,"At Microsoft Teams, our mission is to enable teams to achieve more together by creating a hub for teamwork. We're redefining how people collaborate at work by bringing together people, conversations,",2020-01-13T04:56:30.799000,Karnataka,64,,,,764296,True,['external'],0.0,"Bangalore, Karnataka, India",Engineering,
36,United States,Software Engineering,,Principal Software Engineering Manager - CTJ,"['Redmond, Washington, United States', 'Reston, Virginia, United States', 'Elkridge, Maryland, United States']",,,Experienced professionals,en_us,"[{'location': 'Redmond, Washington, United States'}, {'location': 'Reston, Virginia, United States'}, {'location': 'Elkridge, Maryland, United States'}]",790843,2020-02-11T00:19:00,,"Are you interested in high performance hardware, new operating systems and software defined networking? We are looking for a strong engineering manager to accelerate the introduction of new networking",2020-02-11T09:24:51.752000,Washington,65,,,,790843,True,['external'],0.0,"Redmond, Washington, United States",Engineering,
37,United States,Software Engineering,,Software Engineer II,"['Redmond, Washington, United States']",,,Experienced professionals,en_us,"[{'location': 'Redmond, Washington, United States'}]",790902,2020-02-07T23:23:00,,"The Azure Networking team continues to innovate across the stack, pushing new scale and features into the cloud and desktop platforms while transforming our infrastructure to meet the growing needs of",2020-02-08T00:19:06.341000,Washington,62,,,,790902,True,['external'],0.0,"Redmond, Washington, United States",Engineering,
38,United States,Software Engineering,,Senior Software Engineer,"['Redmond, Washington, United States']",,,Experienced professionals,en_us,"[{'location': 'Redmond, Washington, United States'}]",771457,2020-01-16T17:10:00,,Azure Frontdoor team is constantly building out and operating the infrastructure around the world to cater to the growing needs of services at the edge. Recent trends in mobile connectivity with CBRS,2020-01-16T17:48:33.281000,Washington,63,,,,771457,True,['external'],0.0,"Redmond, Washington, United States",Engineering,
39,United States,Software Engineering,,Senior Software Engineer,"['Redmond, Washington, United States']",,,Experienced professionals,en_us,"[{'location': 'Redmond, Washington, United States'}]",771458,2020-01-16T17:41:00,,Azure Frontdoor team is constantly building out and operating the infrastructure around the world to cater to the growing needs of services at the edge. Recent trends in mobile connectivity with CBRS,2020-01-17T17:21:39.010000,Washington,63,,,,771458,True,['external'],0.0,"Redmond, Washington, United States",Engineering,
40,United States,Software Engineering,,Software Engineer II,"['Redmond, Washington, United States']",,,Experienced professionals,en_us,"[{'location': 'Redmond, Washington, United States'}]",774696,2020-01-15T23:45:00,,"The Azure Networking team continues to innovate across the stack, pushing new scale and features into the cloud and desktop platforms while transforming our infrastructure to meet the growing needs of",2020-01-15T23:50:40.431000,Washington,62,,,,774696,True,['external'],0.0,"Redmond, Washington, United States",Engineering,
41,United States,Program Management,,Principal Program Manager Lead,"['Redmond, Washington, United States']",,,Experienced professionals,en_us,"[{'location': 'Redmond, Washington, United States'}]",761269,2020-01-27T21:10:00,,"Surface has defined the 2 in 1 category and breathed a new life into the PC industry. With industry leading innovation every year, the Surface team continues to lead the PC industry to deliver new",2020-01-28T20:19:36.401000,Washington,65,,,,761269,True,['external'],0.0,"Redmond, Washington, United States",Engineering,
42,United States,Software Engineering,,Principal Development Lead,"['Redmond, Washington, United States']",,,Experienced professionals,en_us,"[{'location': 'Redmond, Washington, United States'}]",757961,2019-12-13T16:02:00,,Are you passionate about building cool devices and technologies? The Surface Team focuses on building devices that fully express the Windows vision. A fundamental part of our strategy is having,2019-12-13T16:06:08.247000,Washington,65,,,,757961,True,['external'],0.0,"Redmond, Washington, United States",Engineering,
43,United States,Software Engineering,,Senior Software Engineer,"['Redmond, Washington, United States']",,,Experienced professionals,en_us,"[{'location': 'Redmond, Washington, United States'}]",781190,2020-01-27T18:25:00,,"The auto industry is undergoing a massive change, driven by electrification, ride sharing and other services, and autonomy/AI. Microsoft is in a unique position with cloud vendors to be the preferred",2020-01-27T19:22:35.007000,Washington,63,,,,781190,True,['external'],0.0,"Redmond, Washington, United States",Engineering,
44,United States,Software Engineering,,Software Engineer II,"['Redmond, Washington, United States']",,,Experienced professionals,en_us,"[{'location': 'Redmond, Washington, United States'}]",782145,2020-01-24T18:47:00,,"We are currently working on building the standard for connecting vehicles to the cloud, revolutionizing the way people think, feel and interact with their vehicles. Vehicles are evolving into mobile",2020-01-24T18:53:04.614000,Washington,61,,,,782145,True,['external'],0.0,"Redmond, Washington, United States",Engineering,
45,United States,Program Management,,Program Manager 2 - Azure Core Compute,"['Atlanta, Georgia, United States']",,,Experienced professionals,en_us,"[{'location': 'Atlanta, Georgia, United States'}]",791528,2020-02-12T05:09:00,,Does thinking at Cloud Scale excite you? Do you have a passion for understanding customer workloads and driving the products and programs offerings in Microsoft&rsquo;s Azure Compute business? Do you,2020-02-12T05:36:11.302000,Georgia,61,,,,791528,True,['external'],0.0,"Atlanta, Georgia, United States",Engineering,
46,United States,Software Engineering,,Senior Software Engineer - Azure Functions,"['Atlanta, Georgia, United States']",,,Experienced professionals,en_us,"[{'location': 'Atlanta, Georgia, United States'}]",790957,2020-02-12T04:31:00,,Do you want to be at the epicenter of cloud computing? Are you passionate about open source software? Azure Compute is the core of Microsoft's cloud platform and is growing incredibly fast. Compute is,2020-02-12T04:57:34.940000,Georgia,63,,,,790957,True,['external'],0.0,"Atlanta, Georgia, United States",Engineering,
47,India,Business Operations & Program Management,,Project Development Manager,"['Hyderabad, Telangana, India']",,,Experienced professionals,en_us,"[{'location': 'Hyderabad, Telangana, India'}]",782939,2020-02-07T10:03:00,,Are you passionate about providing a world class employee experience to Microsoft employees and leading &amp; developing a high performing team of business professionals? Do you want to have a,2020-02-07T14:29:36.119000,Telangana,63,,,,782939,True,['external'],0.0,"Hyderabad, Telangana, India",Business Programs & Operations,
48,Japan,Support Engineering,,Support Engineer (Azure Subscription Management),"['Tokyo, Tokyo-to, Japan']",,,Experienced professionals,en_us,"[{'location': 'Tokyo, Tokyo-to, Japan'}]",715342,2020-01-31T12:15:00,,"Azure Support is strategic to Microsoft enabling customers, ISVs, and Microsoft IT to develop, test, and deploy solutions in the cloud to take advantage of economies of scale, reliability, globally",2020-02-12T05:42:34.223000,Tokyo-to,58,,,,715342,True,['external'],0.0,"Tokyo, Tokyo-to, Japan",Services,
49,China,Software Engineering,,Principal Software Engineer Manager--SharePoint,"['Suzhou, Jiangsu, China']",,,Experienced professionals,en_us,"[{'location': 'Suzhou, Jiangsu, China'}]",771563,2020-01-10T05:15:00,,"Principal Software Manager - Enterprise SearchIn just a few years, Office365 has become a multi-billion-dollar business, winning the title of the fastest growing product in Microsoft. Enterprise",2020-01-10T05:17:31.717000,Jiangsu,65,,,,771563,True,['external'],0.0,"Suzhou, Jiangsu, China",Engineering,
0,United States,Software Engineering,,Software Engineer,"['Redmond, Washington, United States']",,,Experienced professionals,en_us,"[{'location': 'Redmond, Washington, United States'}]",795708,2020-02-18T23:18:00,,"In the Mixed Reality team, people&mdash;not devices&mdash;are at the center of everything we do. Our tech moves beyond screens and pixels, creating a new reality aimed at bringing us closer together.",2020-02-18T23:21:39.853000,Washington,60,,,,795708,True,['external'],0.0,"Redmond, Washington, United States",Engineering,
1,United States,Program Management,,Product Manager (Program Manager),"['New York, New York, United States']",,,Experienced professionals,en_us,"[{'location': 'New York, New York, United States'}]",782308,2020-02-18T23:09:00,,"Product Manager, PromoteIQ Microsoft Advertising PromoteIQ provides intelligent vendor marketing solutions for the next generation of e-commerce. Our platform helps retailers implement, automate, and",2020-02-18T23:21:42.413000,New York,62,,,,782308,True,['external'],0.0,"New York, New York, United States",Engineering,
2,United States,Operations Program Management,,Campaign Optimization Manager (Operations Program Manager),"['New York, New York, United States']",,,Experienced professionals,en_us,"[{'location': 'New York, New York, United States'}]",768852,2020-02-13T23:54:00,,"Campaign Optimization Manager, PromoteIQ Microsoft Advertising PromoteIQ provides intelligent vendor marketing solutions for the next generation of e-commerce. Our platform helps retailers implement,",2020-02-18T23:18:42.698000,New York,61,,,,768852,True,['external'],0.0,"New York, New York, United States",Supply Chain & Operations Management,
3,United States,Software Engineering,,Principal Software Engineer,"['Redmond, Washington, United States']",,,Experienced professionals,en_us,"[{'location': 'Redmond, Washington, United States'}]",795578,2020-02-18T23:32:00,,"Azure Data continues to be an amazing business, experiencing dramatic usage growth across our hybrid cloud environments. The Azure Data Tools and Experiences team is a critical part of this success.",2020-02-18T23:36:30.634000,Washington,65,,,,795578,True,['external'],0.0,"Redmond, Washington, United States",Engineering,
4,India,Software Engineering,,Software Engineer,"['Hyderabad, Telangana, India']",,,Experienced professionals,en_us,"[{'location': 'Hyderabad, Telangana, India'}]",767390,2020-01-07T18:18:00,,Are you Software Engineer who wants to touch millions of lives? Join us as we work towards Microsoft&rsquo;s mission of empowering every person and every organization on the planet to achieve more.,2020-01-07T18:21:32.341000,Telangana,62,,,,767390,True,['external'],0.0,"Hyderabad, Telangana, India",Engineering,
5,India,Software Engineering,,Software Engineer,"['Hyderabad, Telangana, India']",,,Experienced professionals,en_us,"[{'location': 'Hyderabad, Telangana, India'}]",767382,2020-01-07T18:07:00,,Are you Software Engineer who wants to touch millions of lives? Join us as we work towards Microsoft&rsquo;s mission of empowering every person and every organization on the planet to achieve more.,2020-01-07T18:11:33.102000,Telangana,62,,,,767382,True,['external'],0.0,"Hyderabad, Telangana, India",Engineering,
6,United States,Program Management,,Principal PM Manager,"['Redmond, Washington, United States']",,,Experienced professionals,en_us,"[{'location': 'Redmond, Washington, United States'}]",795500,2020-02-18T19:39:00,,"Autonomous vehicles hold the promise of a safer, more productive, more sustainable future. 95% of vehicle accidents are attributable to human error, and autonomous vehicles can help significantly",2020-02-18T20:02:16.097000,Washington,66,,,,795500,True,['external'],0.0,"Redmond, Washington, United States",Engineering,
7,India,Software Engineering,,Software Engineer,"['Hyderabad, Telangana, India']",,,Experienced professionals,en_us,"[{'location': 'Hyderabad, Telangana, India'}]",767375,2020-01-07T18:02:00,, Are you Software Engineer who wants to touch millions of lives? Join us as we work towards Microsoft&rsquo;s mission of empowering every person and every organization on the planet to achieve more.,2020-01-07T18:07:37.717000,Telangana,62,,,,767375,True,['external'],0.0,"Hyderabad, Telangana, India",Engineering,
8,India,Software Engineering,,Software Engineer,"['Hyderabad, Telangana, India']",,,Experienced professionals,en_us,"[{'location': 'Hyderabad, Telangana, India'}]",767387,2020-01-07T18:11:00,,Are you Software Engineer who wants to touch millions of lives? Join us as we work towards Microsoft&rsquo;s mission of empowering every person and every organization on the planet to achieve more.,2020-01-07T18:14:31.556000,Telangana,62,,,,767387,True,['external'],0.0,"Hyderabad, Telangana, India",Engineering,
9,United States,Program Management,,Senior Program Manager,"['Redmond, Washington, United States']",,,Experienced professionals,en_us,"[{'location': 'Redmond, Washington, United States'}]",793043,2020-02-18T20:24:00,,"In the last decade, the emergence of cloud computing revolutionized nearly every business and industry. We believe that the next era will be defined by extending the capabilities of this intelligent",2020-02-18T20:36:12.105000,Washington,64,,,,793043,True,['external'],0.0,"Redmond, Washington, United States",Engineering,
10,United States,Software Engineering,,Software Engineer,"['Redmond, Washington, United States']",,,Experienced professionals,en_us,"[{'location': 'Redmond, Washington, United States'}]",793547,2020-02-18T20:33:00,,Are you excited by the prospect of creating intuitive experiences that delight users? Are you passionate about front end development and cloud services? If you enjoy driving innovation in a fast-paced,2020-02-18T21:16:20.944000,Washington,61,,,,793547,True,['external'],0.0,"Redmond, Washington, United States",Engineering,
11,United States,Software Development,,Software Development Engineer,"['Redmond, Washington, United States']",,,Experienced professionals,en_us,"[{'location': 'Redmond, Washington, United States'}]",796542,2020-02-18T20:04:00,,Join our team and make the world better for developers! We are building the Developer Relations dream team in Azure engineering. Our global team is maniacal about making the world amazing for,2020-02-18T20:25:27.166000,Washington,62,,,,796542,True,['external'],0.0,"Redmond, Washington, United States",Engineering,
12,United States,Data & Applied Sciences,,Data & Applied Scientist,"['Redmond, Washington, United States']",,,Experienced professionals,en_us,"[{'location': 'Redmond, Washington, United States'}]",790320,2020-02-07T01:11:00,,Microsoft Cloud Capacity Planning is an exciting and fast evolving engineering group within Microsoft. MCCP&rsquo;s mission is to optimize and deliver industry leading cloud infrastructure and,2020-02-13T21:31:09.408000,Washington,61,,,,790320,True,['external'],0.0,"Redmond, Washington, United States",Engineering,
13,United States,Business Operations & Program Management,,Azure Technical Trainer,"['Chicago, Illinois, United States', 'Other, Other, United States', 'New York, New York, United States', 'Atlanta, Georgia, United States', 'Los Angeles, California, United States', 'Seattle, Washington, United States', 'Charlotte, North Carolina, United States']",,,Experienced professionals,en_us,"[{'location': 'Chicago, Illinois, United States'}, {'location': 'Other, Other, United States'}, {'location': 'New York, New York, United States'}, {'location': 'Atlanta, Georgia, United States'}, {'location': 'Los Angeles, California, United States'}, {'location': 'Seattle, Washington, United States'}, {'location': 'Charlotte, North Carolina, United States'}]",794642,2020-02-19T01:13:00,,"Do you want to join an exciting, fast paced and innovative team? If you&rsquo;re excited about technology and helping Customers, Partners and external communities learn, if you like to see that",2020-02-19T01:17:31.593000,Illinois,61,,,,794642,True,['external'],0.0,"Chicago, Illinois, United States",Business Programs & Operations,
14,United States,Software Engineering,,Senior Cloud Applications Engineer,"['San Francisco, California, United States']",,,Experienced professionals,en_us,"[{'location': 'San Francisco, California, United States'}]",778610,2020-01-21T04:39:00,,"What is Yammer? Microsoft Yammer is THE social network for the workplace. Millions of employees, including 85% of Fortune 500 companies use Yammer every day, to build community and culture, share",2020-02-19T12:12:28.007000,California,64,,,,778610,True,['external'],0.0,"San Francisco, California, United States",Engineering,
15,Czech Republic,Software Engineering,,Software Engineer - iOS,"['Prague, Prague, Czech Republic']",,,Experienced professionals,en_us,"[{'location': 'Prague, Prague, Czech Republic'}]",753088,2020-01-09T12:55:00,,"Everyday millions of people use Skype to connect with their family, friends and colleagues across the globe. That&rsquo;s why we know how important is to deliver a reliable and performant product,",2020-01-09T14:15:32.016000,Prague,62,,,,753088,True,['external'],0.0,"Prague, Prague, Czech Republic",Engineering,
16,Qatar,Technical Delivery,,Area Solution Architect,"['Other, Other, Qatar']",,,Experienced professionals,en_us,"[{'location': 'Other, Other, Qatar'}]",783147,2020-02-14T10:21:00,,"Microsoft Services is on a mission to empower every person and every organization on the planet to achieve more. Our culture is centered on embracing a growth mindset, a theme of inspiring excellence,",2020-02-14T10:22:36.020000,Other,62,,,,783147,True,['external'],0.0,"Other, Other, Qatar",Services,
17,Ireland,Inside Tech Sales,,Digital Cloud Solution Architect - Data and AI - Dutch speaker,"['Dublin, Dublin, Ireland']",,,Experienced professionals,en_us,"[{'location': 'Dublin, Dublin, Ireland'}]",796121,2020-02-19T12:15:00,,"Empower every person and organization on the planet to achieve more. That&rsquo;s what inspires us, drives our work, and pushes us to challenge the status quo every day. At Microsoft, we also work to",2020-02-19T13:31:50.981000,Dublin,58,,,,796121,True,['external'],0.0,"Dublin, Dublin, Ireland",Technical Sales,
18,France,Software Engineering,,Senior Program Manager,"['Paris, Paris, France']",,,Experienced professionals,en_us,"[{'location': 'Paris, Paris, France'}]",770948,2020-02-19T14:18:00,,Vue d'ensemble&Ecirc;tes-vous int&eacute;ress&eacute; &agrave; travailler pour l'un des produits les plus passionnants de Microsoft.D&eacute;passer les attentes de vos clients via la strat&eacute;gie,2020-02-19T14:22:34.125000,Paris,62,,,,770948,True,['external'],0.0,"Paris, Paris, France",Engineering,
19,India,Program Management,,Senior Program Manager,"['Hyderabad, Telangana, India']",,,Experienced professionals,en_us,"[{'location': 'Hyderabad, Telangana, India'}]",792629,2020-02-19T14:35:00,,"Security Program Manager Role in Digital Security &amp; Risk Engineering Do you love security, and the thrill of challenging yourself with new-unknowns? every day? Do you have the learner mindset, are",2020-02-19T14:41:32.488000,Telangana,63,,,,792629,True,['external'],0.0,"Hyderabad, Telangana, India",Engineering,
20,India,Program Management,,Senior Program Manager,"['Hyderabad, Telangana, India']",,,Experienced professionals,en_us,"[{'location': 'Hyderabad, Telangana, India'}]",792726,2020-02-19T15:00:00,,Engineering Program Manager- Emerging Technologies &amp; StandardsAre you passionate about technology? Are you excited about the opportunities of how ET&amp;S team &lsquo;incubates&rsquo; adoption of,2020-02-19T15:03:32.935000,Telangana,63,,,,792726,True,['external'],0.0,"Hyderabad, Telangana, India",Engineering,
21,India,Design Research,,Senior User Researcher,"['Hyderabad, Telangana, India']",,,Experienced professionals,en_us,"[{'location': 'Hyderabad, Telangana, India'}]",795405,2020-02-19T15:25:00,,Do you want to join a growing User Research Team and make a difference in the digital transformation of Microsoft? Core Services Engineering (CSE) builds the critical products and services that,2020-02-19T15:27:41.418000,Telangana,63,,,,795405,True,['external'],0.0,"Hyderabad, Telangana, India",Engineering,
22,India,Software Engineering,,Principal Software Engineer-Architect,"['Hyderabad, Telangana, India']",,,Experienced professionals,en_us,"[{'location': 'Hyderabad, Telangana, India'}]",796098,2020-02-19T15:27:00,,Microsoft IDC SO is for technology professionals who want to be strategic business partners and the first to create innovative solutions using Microsoft&rsquo;s enterprise products and services.,2020-02-19T15:31:37.093000,Telangana,65,,,,796098,True,['external'],0.0,"Hyderabad, Telangana, India",Engineering,
23,Romania,Support Engineering,,Windows DS Engineer,"['Timisoara, Timis, Romania']",,,Experienced professionals,en_us,"[{'location': 'Timisoara, Timis, Romania'}]",795372,2020-02-19T15:42:00,,"This is an external staff position. Your employer will be a third-party supplier, in service for Microsoft. The Windows DS Engineer is a trusted advisor to fellow IT Professionals, using broad and",2020-02-19T15:45:41.927000,Timis,0,,,,795372,True,['external'],0.0,"Timisoara, Timis, Romania",Services,
24,United States,Program Management,,Senior Program Manager,"['Issaquah, Washington, United States']",,,Experienced professionals,en_us,"[{'location': 'Issaquah, Washington, United States'}]",792012,2020-02-19T15:59:00,,Core Services Engineering builds and manages the critical products and services that Microsoft runs on. We boldly pursue big ideas that power transformational advances at Microsoft and for our,2020-02-19T16:03:34.490000,Washington,64,,,,792012,True,['external'],0.0,"Issaquah, Washington, United States",Engineering,
25,United States,Marketing Communications,,Marketing Communications Manager,"['Redmond, Washington, United States']",,,Experienced professionals,en_us,"[{'location': 'Redmond, Washington, United States'}]",792268,2020-02-19T16:29:00,,"Microsoft&rsquo;s mission is to empower every person and every organization on the planet to achieve more, and we&rsquo;re dedicated to this mission across every aspect of our company. On the",2020-02-19T16:35:43.511000,Washington,62,,,,792268,True,['external'],0.0,"Redmond, Washington, United States",Marketing,
26,Serbia,Software Engineering,,Software Engineer,"['Belgrade, Srem, Serbia']",,,Experienced professionals,en_us,"[{'location': 'Belgrade, Srem, Serbia'}]",690099,2020-02-19T16:52:00,,"We are hiring talented and motivated Software Engineers who are passionate about researching, taking on new challenges, and solving deep technical problems. We are looking for recent college graduates",2020-02-19T16:53:33.127000,Srem,0,,,,690099,True,['external'],0.0,"Belgrade, Srem, Serbia",Engineering,
27,China,Delivery & Relationship Management,,【Services Delivery】 Technical Accounts Management Manager,"['Wuxi, Jiangsu, China']",,,Experienced professionals,en_us,"[{'location': 'Wuxi, Jiangsu, China'}]",757357,2019-12-11T23:33:00,,"The Delivery Management Manager (DMM) leads a high-performance team of seasoned service delivery professionals well versed in cloud adoption, management practices, and technology trends. The DMM is",2019-12-11T23:36:33.808000,Jiangsu,63,,,,757357,True,['external'],0.0,"Wuxi, Jiangsu, China",Services,
28,China,Electrical Engineering,,Electronical Engineer- Azure Edge Devices,"['Shenzhen, Guangdong, China']",,,Experienced professionals,en_us,"[{'location': 'Shenzhen, Guangdong, China'}]",702432,2020-02-18T18:43:00,,"The opportunity around intelligent edge devices is huge and growing &ndash; there are already more connected things than people in the world!! These devices, ranging from tiny MCU based sensor devices",2020-02-23T15:39:32.951000,Guangdong,62,,,,702432,True,['external'],0.0,"Shenzhen, Guangdong, China",Hardware Engineering,
29,Israel,Software Engineering,,Python Web Backend Developer (Tel Aviv) – Cloud App Security,"['Tel Aviv, Tel Aviv, Israel']",,,Experienced professionals,en_us,"[{'location': 'Tel Aviv, Tel Aviv, Israel'}]",777998,2020-01-19T07:46:00,,"We at Adallom (now Microsoft Cloud App Security, or MCAS) are developing the next generation of security tools, when the data is outside your network, and firewalls and perimeters don't work.Our",2020-01-19T07:48:34.834000,Tel Aviv,62,,,,777998,True,['external'],0.0,"Tel Aviv, Tel Aviv, Israel",Engineering,
30,India,Software Engineering,,Senior Software Engineer,"['Hyderabad, Telangana, India']",,,Experienced professionals,en_us,"[{'location': 'Hyderabad, Telangana, India'}]",798281,2020-02-23T11:21:00,,"Are you looking for that dream opportunity to get a firsthand experience of complete end to end engineering and live site ownership of a high scale, critical tier-0 platform service for Azure? Would",2020-02-23T13:11:32.442000,Telangana,63,,,,798281,True,['external'],0.0,"Hyderabad, Telangana, India",Engineering,
31,United States,Software Engineering,,Principal Architect,"['Bellevue, Washington, United States']",,,Experienced professionals,en_us,"[{'location': 'Bellevue, Washington, United States'}]",750370,2019-11-26T04:41:00,,"Teams Architect for intelligent communication devices. Are you ready to revolutionize how teams collaborate and work together? Do you want to transform calling, meeting and collaboration experiences",2020-02-21T21:49:03.762000,Washington,67,,,,750370,True,['external'],0.0,"Bellevue, Washington, United States",Engineering,
32,Israel,Design,,Senior Designer- Windows Cyber Defense,"['Herzliya, Tel Aviv, Israel']",,,Experienced professionals,en_us,"[{'location': 'Herzliya, Tel Aviv, Israel'}]",798840,2020-02-24T06:23:00,,"Do you put human needs and motivations at the center of your design thinking? Do you like solving tough technical problems through collaboration, strong design thinking, and excellent visual design",2020-02-24T06:26:33.416000,Tel Aviv,63,,,,798840,True,['external'],0.0,"Herzliya, Tel Aviv, Israel",Engineering,
33,India,Software Engineering,,Principal Data  & Applied Scientist,"['Bangalore, Karnataka, India']",,,Experienced professionals,en_us,"[{'location': 'Bangalore, Karnataka, India'}]",766489,2020-02-23T08:48:00,,"What if your job description were simply &ldquo;make tomorrow better?&rdquo; Every day at Microsoft, we bring an insatiable curiosity to the workplace, challenging ourselves to reimagine what it is",2020-02-24T04:50:38.369000,Karnataka,65,,,,766489,True,['external'],0.0,"Bangalore, Karnataka, India",Engineering,
34,Norway,Delivery & Relationship Management,,Account Delivery Executive,"['Oslo, Oslo, Norway']",,,Experienced professionals,en_us,"[{'location': 'Oslo, Oslo, Norway'}]",785832,2020-01-30T16:18:00,,"With 23,200+ employees globally, Microsoft Digital, Services, and Success is one of the company&rsquo;s largest groups, serving customers in 191 countries and 46 languages. Simply put, we help",2020-01-30T17:06:06.467000,Oslo,62,,,,785832,True,['external'],0.0,"Oslo, Oslo, Norway",Services,
35,China,Software Engineering,,Software Engineer/SEII- O365,"['Suzhou, Jiangsu, China']",,,Experienced professionals,en_us,"[{'location': 'Suzhou, Jiangsu, China'}]",798930,2020-02-24T07:17:00,,"Enterprise customer and consumers are rapidly adopting Office 365 Cloud services. Delivering on those online services requires building, maintaining, and securing cloud capacity at very large scale",2020-02-24T07:19:33.578000,Jiangsu,60,,,,798930,True,['external'],0.0,"Suzhou, Jiangsu, China",Engineering,
36,United States,Program Management,,Senior Program Manager,"['Redmond, Washington, United States']",,,Experienced professionals,en_us,"[{'location': 'Redmond, Washington, United States'}]",798436,2020-02-24T08:17:00,,"We are looking for a senior individual with a proven record of accomplishment and strong skills in server hardware architecture and technology, planning, customer and partner engagement and internal",2020-02-24T08:19:33.341000,Washington,64,,,,798436,True,['external'],0.0,"Redmond, Washington, United States",Engineering,
37,United States,Electrical Engineering,,Senior Hardware Engineering Program Manager,"['Redmond, Washington, United States']",,,Experienced professionals,en_us,"[{'location': 'Redmond, Washington, United States'}]",798353,2020-02-24T07:52:00,,Imagine the satisfaction from knowing that the hardware sustaining programs you are driving will improve the Microsoft cloud experience of thousands of customers as soon as tomorrow! Effective,2020-02-24T08:02:31.408000,Washington,64,,,,798353,True,['external'],0.0,"Redmond, Washington, United States",Hardware Engineering,
38,United States,Software Engineering,,Firmware Development Engineer,"['Redmond, Washington, United States']",,,Experienced professionals,en_us,"[{'location': 'Redmond, Washington, United States'}]",798495,2020-02-24T08:47:00,,"The Cloud Server Infrastructure Firmware Development (CSI-FW) team is responsible for server hardware definition, design and development of Server and Rack Infrastructure engineering for Microsoft's",2020-02-24T08:54:38.944000,Washington,62,,,,798495,True,['external'],0.0,"Redmond, Washington, United States",Engineering,
39,Israel,Software Engineering,,Software Engineer - Azure Alerts,"['Herzliya, Tel Aviv, Israel']",,,Experienced professionals,en_us,"[{'location': 'Herzliya, Tel Aviv, Israel'}]",746602,2019-11-28T11:54:00,,"Azure Monitor is the go-to place to monitor, analyze and optimize the performance and availability of your Azure-hosted apps and services. The team in Israel is leading Azure Alerts, which are a",2019-12-02T08:47:44.412000,Tel Aviv,61,,,,746602,True,['external'],0.0,"Herzliya, Tel Aviv, Israel",Engineering,
40,China,Software Engineering,,Principal/Senior Software Engineering Manager--SOX,"['Suzhou, Jiangsu, China']",,,Experienced professionals,en_us,"[{'location': 'Suzhou, Jiangsu, China'}]",790791,2020-02-10T03:49:00,,"Do you love improving developer productivity? Do you love watching engineering videos from Microsoft, Google, Facebook, and Netflix? Want to help modernize the tools and tech that will enable",2020-02-10T04:24:35.455000,Jiangsu,65,,,,790791,True,['external'],0.0,"Suzhou, Jiangsu, China",Engineering,
41,United States,Solution Sales,,Senior Federal Sales Specialist - Azure Data & AI - CTJ,"['Washington D.C., District of Columbia, United States']",,,Experienced professionals,en_us,"[{'location': 'Washington D.C., District of Columbia, United States'}]",760269,2020-02-23T09:07:00,,"Microsoft is on a mission to empower every person and every organization on the planet to achieve more. Our culture is centered on embracing a growth mindset, a theme of inspiring excellence, and",2020-02-24T12:56:32.284000,District of Columbia,63,,,,760269,True,['external'],0.0,"Washington D.C., District of Columbia, United States",Sales,
42,France,Delivery & Relationship Management,,Technical Account Manager,"['Lyon, Rhône, France']",,,Experienced professionals,en_us,"[{'location': 'Lyon, Rhône, France'}]",710702,2020-02-14T10:59:00,,La Division Services de Microsoft a pour mission de favoriser l&rsquo;adoption des technologies de l&rsquo;&eacute;diteur dans le cadre de projets critiques des grandes entreprises clientes de,2020-02-14T11:01:33.058000,Rhône,61,,,,710702,True,['external'],0.0,"Lyon, Rhône, France",Services,
43,Egypt,Solution Sales,,Services Solution Sales Specialist - Data&AI,"['Cairo, Cairo, Egypt']",,,Experienced professionals,en_us,"[{'location': 'Cairo, Cairo, Egypt'}]",796388,2020-02-24T13:04:00,,"Microsoft is on a mission to empower every person and every organization on the planet to achieve more. Our culture is centered on embracing a growth mindset, a theme of inspiring excellence, and",2020-02-24T13:16:33.575000,Cairo,63,,,,796388,True,['external'],0.0,"Cairo, Cairo, Egypt",Sales,
